# Station Soma
# Location (Grid) 74,696
time,height,momentumX,momentumY
964.957,19.6663,1.38093,-0.331382
966.377,19.6656,1.38222,-0.331785
967.796,19.6648,1.38351,-0.33219
969.215,19.664,1.3848,-0.332595
970.634,19.6632,1.38609,-0.333002
972.053,19.6624,1.38738,-0.333409
973.472,19.6617,1.38868,-0.333818
974.891,19.6609,1.38997,-0.334228
976.31,19.6601,1.39127,-0.334639
977.729,19.6593,1.39257,-0.33505
979.148,19.6585,1.39387,-0.335463
980.567,19.6577,1.39517,-0.335877
981.986,19.6569,1.39647,-0.336292
983.405,19.6562,1.39777,-0.336708
984.824,19.6554,1.39908,-0.337125
986.243,19.6546,1.40038,-0.337542
987.662,19.6538,1.40169,-0.337961
989.081,19.653,1.403,-0.338381
990.5,19.6522,1.40431,-0.338802
991.919,19.6514,1.40562,-0.339224
993.339,19.6506,1.40694,-0.339646
994.758,19.6498,1.40825,-0.34007
996.177,19.649,1.40957,-0.340495
997.596,19.6482,1.41088,-0.340921
999.015,19.6474,1.4122,-0.341347
1000.43,19.6467,1.41352,-0.341774
1001.85,19.6459,1.41484,-0.342202
1003.27,19.6451,1.41617,-0.34263
1004.69,19.6443,1.41749,-0.343059
1006.11,19.6435,1.41881,-0.34349
1007.53,19.6427,1.42014,-0.343921
1008.95,19.6419,1.42147,-0.344353
1010.37,19.6411,1.4228,-0.344785
1011.79,19.6403,1.42413,-0.34522
1013.21,19.6395,1.42546,-0.345654
1014.62,19.6386,1.42679,-0.34609
1016.04,19.6378,1.42813,-0.346527
1017.46,19.637,1.42946,-0.346966
1018.88,19.6362,1.4308,-0.347405
1020.3,19.6354,1.43214,-0.347846
1021.72,19.6346,1.43348,-0.348288
1023.14,19.6338,1.43482,-0.348731
1024.56,19.633,1.43617,-0.349175
1025.98,19.6322,1.43751,-0.34962
1027.4,19.6314,1.43886,-0.350067
1028.81,19.6306,1.44021,-0.350514
1030.23,19.6298,1.44156,-0.350963
1031.65,19.629,1.44291,-0.351412
1033.07,19.6281,1.44426,-0.351863
1034.49,19.6273,1.44562,-0.352315
1035.91,19.6265,1.44698,-0.352768
1037.33,19.6257,1.44833,-0.353223
1038.75,19.6249,1.44969,-0.353678
1040.17,19.6241,1.45106,-0.354135
1041.59,19.6232,1.45242,-0.354593
1043.01,19.6224,1.45378,-0.355052
1044.42,19.6216,1.45515,-0.355513
1045.84,19.6208,1.45652,-0.355974
1047.26,19.62,1.45789,-0.356437
1048.68,19.6191,1.45926,-0.3569
1050.1,19.6183,1.46063,-0.357365
1051.52,19.6175,1.46201,-0.357831
1052.94,19.6167,1.46338,-0.358297
1054.36,19.6159,1.46476,-0.358765
1055.78,19.615,1.46614,-0.359233
1057.2,19.6142,1.46752,-0.359703
1058.62,19.6134,1.4689,-0.360174
1060.03,19.6125,1.47028,-0.360645
1061.45,19.6117,1.47167,-0.361118
1062.87,19.6109,1.47306,-0.361592
1064.29,19.6101,1.47445,-0.362066
1065.71,19.6092,1.47584,-0.362542
1067.13,19.6084,1.47723,-0.363019
1068.55,19.6076,1.47863,-0.363496
1069.97,19.6067,1.48002,-0.363975
1071.39,19.6059,1.48142,-0.364455
1072.81,19.6051,1.48282,-0.364936
1074.22,19.6042,1.48422,-0.365418
1075.64,19.6034,1.48563,-0.365901
1077.06,19.6026,1.48703,-0.366385
1078.48,19.6017,1.48844,-0.366871
1079.9,19.6009,1.48985,-0.367358
1081.32,19.6,1.49126,-0.367846
1082.74,19.5992,1.49268,-0.368335
1084.16,19.5984,1.49409,-0.368826
1085.58,19.5975,1.49551,-0.369318
1087,19.5967,1.49693,-0.369811
1088.42,19.5958,1.49835,-0.370305
1089.83,19.595,1.49978,-0.3708
1091.25,19.5941,1.5012,-0.371297
1092.67,19.5933,1.50263,-0.371794
1094.09,19.5925,1.50406,-0.372293
1095.51,19.5916,1.50549,-0.372792
1096.93,19.5908,1.50692,-0.373292
1098.35,19.5899,1.50835,-0.373794
1099.77,19.5891,1.50979,-0.374296
1101.19,19.5882,1.51123,-0.374799
1102.61,19.5874,1.51267,-0.375303
1104.02,19.5865,1.51411,-0.375807
1105.44,19.5857,1.51555,-0.376313
1106.86,19.5848,1.517,-0.37682
1108.28,19.584,1.51845,-0.377327
1109.7,19.5831,1.5199,-0.377836
1111.12,19.5822,1.52135,-0.378345
1112.54,19.5814,1.52281,-0.378855
1113.96,19.5805,1.52427,-0.379367
1115.38,19.5797,1.52573,-0.379879
1116.8,19.5788,1.52719,-0.380393
1118.22,19.5779,1.52865,-0.380907
1119.63,19.5771,1.53012,-0.381422
1121.05,19.5762,1.53159,-0.381939
1122.47,19.5754,1.53306,-0.382458
1123.89,19.5745,1.53453,-0.382977
1125.31,19.5736,1.53601,-0.383497
1126.73,19.5728,1.53749,-0.384018
1128.15,19.5719,1.53897,-0.384541
1129.57,19.571,1.54045,-0.385065
1130.99,19.5702,1.54193,-0.38559
1132.41,19.5693,1.54342,-0.386116
1133.82,19.5684,1.54491,-0.386643
1135.24,19.5676,1.5464,-0.387171
1136.66,19.5667,1.54789,-0.387701
1138.08,19.5658,1.54939,-0.388231
1139.5,19.5649,1.55088,-0.388763
1140.92,19.5641,1.55238,-0.389295
1142.34,19.5632,1.55388,-0.389828
1143.76,19.5623,1.55539,-0.390362
1145.18,19.5614,1.5569,-0.390897
1146.6,19.5606,1.5584,-0.391432
1148.02,19.5597,1.55992,-0.391969
1149.43,19.5588,1.56143,-0.392506
1150.85,19.5579,1.56295,-0.393045
1152.27,19.5571,1.56447,-0.393584
1153.69,19.5562,1.56599,-0.394123
1155.11,19.5553,1.56751,-0.394664
1156.53,19.5544,1.56904,-0.395206
1157.95,19.5535,1.57057,-0.395749
1159.37,19.5526,1.5721,-0.396294
1160.79,19.5517,1.57364,-0.39684
1162.21,19.5509,1.57518,-0.397386
1163.62,19.55,1.57672,-0.397934
1165.04,19.5491,1.57826,-0.398484
1166.46,19.5482,1.57981,-0.399035
1167.88,19.5473,1.58136,-0.399587
1169.3,19.5464,1.58291,-0.40014
1170.72,19.5455,1.58446,-0.400694
1172.14,19.5446,1.58602,-0.40125
1173.56,19.5437,1.58758,-0.401807
1174.98,19.5428,1.58914,-0.402365
1176.4,19.5419,1.59071,-0.402924
1177.82,19.541,1.59227,-0.403484
1179.23,19.5401,1.59384,-0.404046
1180.65,19.5392,1.59541,-0.404609
1182.07,19.5383,1.59699,-0.405172
1183.49,19.5374,1.59857,-0.405737
1184.91,19.5365,1.60015,-0.406304
1186.33,19.5356,1.60173,-0.406871
1187.75,19.5347,1.60331,-0.407439
1189.17,19.5338,1.6049,-0.408008
1190.59,19.5329,1.60649,-0.408578
1192.01,19.532,1.60808,-0.409149
1193.43,19.5311,1.60968,-0.40972
1194.84,19.5302,1.61128,-0.410293
1196.26,19.5293,1.61288,-0.410866
1197.68,19.5284,1.61449,-0.411441
1199.1,19.5275,1.61609,-0.412017
1200.52,19.5266,1.6177,-0.412594
1201.94,19.5256,1.61932,-0.413172
1203.36,19.5247,1.62093,-0.413751
1204.78,19.5238,1.62255,-0.414331
1206.2,19.5229,1.62417,-0.414912
1207.62,19.522,1.6258,-0.415494
1209.03,19.5211,1.62742,-0.416077
1210.45,19.5201,1.62905,-0.416661
1211.87,19.5192,1.63069,-0.417246
1213.29,19.5183,1.63232,-0.417832
1214.71,19.5174,1.63396,-0.41842
1216.13,19.5165,1.6356,-0.419008
1217.55,19.5155,1.63724,-0.419597
1218.97,19.5146,1.63889,-0.420187
1220.39,19.5137,1.64054,-0.420778
1221.81,19.5128,1.64219,-0.421369
1223.23,19.5118,1.64384,-0.421962
1224.64,19.5109,1.6455,-0.422556
1226.06,19.51,1.64716,-0.423151
1227.48,19.5091,1.64882,-0.423746
1228.9,19.5081,1.65049,-0.424342
1230.32,19.5072,1.65216,-0.42494
1231.74,19.5063,1.65383,-0.425538
1233.16,19.5053,1.65551,-0.426137
1234.58,19.5044,1.65719,-0.426737
1236,19.5035,1.65887,-0.427337
1237.42,19.5025,1.66056,-0.427938
1238.83,19.5016,1.66225,-0.42854
1240.25,19.5006,1.66394,-0.429143
1241.67,19.4997,1.66564,-0.429746
1243.09,19.4988,1.66734,-0.430351
1244.51,19.4978,1.66904,-0.430957
1245.93,19.4969,1.67075,-0.431563
1247.35,19.4959,1.67245,-0.432171
1248.77,19.495,1.67417,-0.43278
1250.19,19.494,1.67588,-0.433389
1251.61,19.4931,1.6776,-0.434
1253.03,19.4921,1.67933,-0.434611
1254.44,19.4912,1.68105,-0.435223
1255.86,19.4902,1.68278,-0.435836
1257.28,19.4893,1.68452,-0.436449
1258.7,19.4883,1.68625,-0.437064
1260.12,19.4874,1.68799,-0.437679
1261.54,19.4864,1.68973,-0.438295
1262.96,19.4855,1.69148,-0.438912
1264.38,19.4845,1.69323,-0.43953
1265.8,19.4836,1.69498,-0.440149
1267.22,19.4826,1.69674,-0.440768
1268.64,19.4817,1.6985,-0.441388
1270.05,19.4807,1.70026,-0.442009
1271.47,19.4797,1.70202,-0.44263
1272.89,19.4788,1.70379,-0.443253
1274.31,19.4778,1.70557,-0.443876
1275.73,19.4769,1.70734,-0.444499
1277.15,19.4759,1.70912,-0.445124
1278.57,19.4749,1.71091,-0.445749
1279.99,19.474,1.71269,-0.446375
1281.41,19.473,1.71448,-0.447002
1282.83,19.472,1.71628,-0.44763
1284.24,19.471,1.71808,-0.448258
1285.66,19.4701,1.71988,-0.448887
1287.08,19.4691,1.72168,-0.449517
1288.5,19.4681,1.72349,-0.450147
1289.92,19.4672,1.72531,-0.450777
1291.34,19.4662,1.72712,-0.451409
1292.76,19.4652,1.72894,-0.452041
1294.18,19.4642,1.73077,-0.452674
1295.6,19.4632,1.7326,-0.453308
1297.02,19.4623,1.73443,-0.453943
1298.44,19.4613,1.73627,-0.454578
1299.85,19.4603,1.73811,-0.455214
1301.27,19.4593,1.73995,-0.455851
1302.69,19.4583,1.7418,-0.456488
1304.11,19.4573,1.74366,-0.457127
1305.53,19.4564,1.74551,-0.457766
1306.95,19.4554,1.74737,-0.458405
1308.37,19.4544,1.74924,-0.459046
1309.79,19.4534,1.75111,-0.459687
1311.21,19.4524,1.75298,-0.460329
1312.63,19.4514,1.75486,-0.460972
1314.04,19.4504,1.75674,-0.461615
1315.46,19.4494,1.75862,-0.462259
1316.88,19.4484,1.76051,-0.462904
1318.3,19.4474,1.7624,-0.463549
1319.72,19.4464,1.7643,-0.464196
1321.14,19.4454,1.7662,-0.464843
1322.56,19.4444,1.7681,-0.465492
1323.98,19.4434,1.77001,-0.466141
1325.4,19.4424,1.77192,-0.466791
1326.82,19.4414,1.77384,-0.467442
1328.24,19.4404,1.77576,-0.468093
1329.65,19.4394,1.77768,-0.468746
1331.07,19.4384,1.77961,-0.469399
1332.49,19.4374,1.78154,-0.470053
1333.91,19.4364,1.78348,-0.470709
1335.33,19.4354,1.78542,-0.471365
1336.75,19.4344,1.78737,-0.472021
1338.17,19.4333,1.78932,-0.472678
1339.59,19.4323,1.79127,-0.473336
1341.01,19.4313,1.79323,-0.473995
1342.43,19.4303,1.7952,-0.474655
1343.84,19.4293,1.79717,-0.475315
1345.26,19.4283,1.79914,-0.475976
1346.68,19.4272,1.80112,-0.476637
1348.1,19.4262,1.8031,-0.4773
1349.52,19.4252,1.80508,-0.477963
1350.94,19.4242,1.80708,-0.478627
1352.36,19.4231,1.80907,-0.479291
1353.78,19.4221,1.81107,-0.479956
1355.2,19.4211,1.81308,-0.480621
1356.62,19.4201,1.81509,-0.481287
1358.04,19.419,1.8171,-0.481954
1359.45,19.418,1.81912,-0.482621
1360.87,19.417,1.82115,-0.483289
1362.29,19.4159,1.82318,-0.483957
1363.71,19.4149,1.82521,-0.484626
1365.13,19.4139,1.82725,-0.485296
1366.55,19.4128,1.82929,-0.485966
1367.97,19.4118,1.83134,-0.486636
1369.39,19.4107,1.83339,-0.487308
1370.81,19.4097,1.83545,-0.487979
1372.23,19.4087,1.83751,-0.488652
1373.64,19.4076,1.83957,-0.489325
1375.06,19.4066,1.84165,-0.489999
1376.48,19.4055,1.84372,-0.490673
1377.9,19.4045,1.8458,-0.491348
1379.32,19.4034,1.84788,-0.492023
1380.74,19.4024,1.84997,-0.492699
1382.16,19.4013,1.85207,-0.493375
1383.58,19.4003,1.85417,-0.494052
1385,19.3992,1.85627,-0.494729
1386.42,19.3982,1.85838,-0.495406
1387.84,19.3971,1.86049,-0.496084
1389.25,19.3961,1.86261,-0.496763
1390.67,19.395,1.86473,-0.497441
1392.09,19.3939,1.86686,-0.49812
1393.51,19.3929,1.86899,-0.4988
1394.93,19.3918,1.87113,-0.49948
1396.35,19.3907,1.87327,-0.500161
1397.77,19.3897,1.87542,-0.500841
1399.19,19.3886,1.87757,-0.501523
1400.61,19.3875,1.87973,-0.502205
1402.03,19.3865,1.88189,-0.502888
1403.44,19.3854,1.88405,-0.503571
1404.86,19.3843,1.88623,-0.504255
1406.28,19.3833,1.8884,-0.50494
1407.7,19.3822,1.89058,-0.505626
1409.12,19.3811,1.89277,-0.506312
1410.54,19.38,1.89496,-0.506998
1411.96,19.379,1.89716,-0.507685
1413.38,19.3779,1.89936,-0.508372
1414.8,19.3768,1.90157,-0.509061
1416.22,19.3757,1.90378,-0.509749
1417.64,19.3746,1.906,-0.510439
1419.05,19.3735,1.90822,-0.511129
1420.47,19.3724,1.91045,-0.511819
1421.89,19.3714,1.91268,-0.512509
1423.31,19.3703,1.91492,-0.5132
1424.73,19.3692,1.91716,-0.513891
1426.15,19.3681,1.91941,-0.514582
1427.57,19.367,1.92166,-0.515273
1428.99,19.3659,1.92392,-0.515965
1430.41,19.3648,1.92619,-0.516657
1431.83,19.3637,1.92846,-0.517349
1433.24,19.3626,1.93073,-0.518042
1434.66,19.3615,1.93301,-0.518735
1436.08,19.3604,1.9353,-0.519428
1437.5,19.3593,1.93759,-0.520121
1438.92,19.3582,1.93989,-0.520815
1440.34,19.3571,1.94219,-0.521509
1441.76,19.356,1.9445,-0.522204
1443.18,19.3549,1.94681,-0.522898
1444.6,19.3537,1.94913,-0.523594
1446.02,19.3526,1.95146,-0.524289
1447.44,19.3515,1.95379,-0.524985
1448.85,19.3504,1.95612,-0.525682
1450.27,19.3493,1.95846,-0.526379
1451.69,19.3482,1.96081,-0.527076
1453.11,19.3471,1.96316,-0.527774
1454.53,19.3459,1.96552,-0.528472
1455.95,19.3448,1.96788,-0.52917
1457.37,19.3437,1.97025,-0.529869
1458.79,19.3426,1.97263,-0.530569
1460.21,19.3414,1.97501,-0.531268
1461.63,19.3403,1.97739,-0.531968
1463.05,19.3392,1.97978,-0.532668
1464.46,19.3381,1.98218,-0.533368
1465.88,19.3369,1.98458,-0.534069
1467.3,19.3358,1.98699,-0.53477
1468.72,19.3347,1.9894,-0.535473
1470.14,19.3335,1.99182,-0.536175
1471.56,19.3324,1.99425,-0.536878
1472.98,19.3312,1.99668,-0.537581
1474.4,19.3301,1.99912,-0.538285
1475.82,19.329,2.00156,-0.538989
1477.24,19.3278,2.00401,-0.539693
1478.65,19.3267,2.00646,-0.540399
1480.07,19.3255,2.00892,-0.541104
1481.49,19.3244,2.01139,-0.54181
1482.91,19.3232,2.01386,-0.542516
1484.33,19.3221,2.01634,-0.543222
1485.75,19.3209,2.01883,-0.543929
1487.17,19.3198,2.02132,-0.544636
1488.59,19.3186,2.02381,-0.545343
1490.01,19.3174,2.02631,-0.54605
1491.43,19.3163,2.02882,-0.546758
1492.85,19.3151,2.03134,-0.547466
1494.26,19.314,2.03385,-0.548174
1495.68,19.3128,2.03638,-0.548883
1497.1,19.3116,2.03891,-0.549591
1498.52,19.3105,2.04145,-0.550299
1499.94,19.3093,2.04399,-0.551008
1501.36,19.3081,2.04654,-0.551717
1502.78,19.3069,2.0491,-0.552425
1504.2,19.3058,2.05166,-0.553134
1505.62,19.3046,2.05423,-0.553843
1507.04,19.3034,2.0568,-0.554552
1508.45,19.3022,2.05939,-0.555261
1509.87,19.3011,2.06197,-0.55597
1511.29,19.2999,2.06456,-0.55668
1512.71,19.2987,2.06716,-0.557389
1514.13,19.2975,2.06977,-0.558098
1515.55,19.2963,2.07238,-0.558808
1516.97,19.2951,2.07499,-0.559518
1518.39,19.2939,2.07762,-0.560228
1519.81,19.2928,2.08024,-0.560938
1521.23,19.2916,2.08288,-0.561647
1522.65,19.2904,2.08552,-0.562357
1524.06,19.2892,2.08817,-0.563067
1525.48,19.288,2.09082,-0.563776
1526.9,19.2868,2.09348,-0.564486
1528.32,19.2856,2.09614,-0.565195
1529.74,19.2844,2.09882,-0.565904
1531.16,19.2832,2.10149,-0.566614
1532.58,19.282,2.10418,-0.567323
1534,19.2808,2.10686,-0.568033
1535.42,19.2796,2.10956,-0.568742
1536.84,19.2783,2.11226,-0.569452
1538.25,19.2771,2.11497,-0.570161
1539.67,19.2759,2.11768,-0.570871
1541.09,19.2747,2.1204,-0.57158
1542.51,19.2735,2.12313,-0.572289
1543.93,19.2723,2.12586,-0.572998
1545.35,19.2711,2.1286,-0.573707
1546.77,19.2698,2.13134,-0.574416
1548.19,19.2686,2.13409,-0.575125
1549.61,19.2674,2.13684,-0.575834
1551.03,19.2662,2.1396,-0.576544
1552.45,19.2649,2.14237,-0.577253
1553.86,19.2637,2.14514,-0.577962
1555.28,19.2625,2.14792,-0.578672
1556.7,19.2612,2.15071,-0.579381
1558.12,19.26,2.1535,-0.58009
1559.54,19.2588,2.1563,-0.580799
1560.96,19.2575,2.1591,-0.581509
1562.38,19.2563,2.16191,-0.582219
1563.8,19.2551,2.16472,-0.582929
1565.22,19.2538,2.16754,-0.583639
1566.64,19.2526,2.17037,-0.584349
1568.06,19.2513,2.1732,-0.58506
1569.47,19.2501,2.17604,-0.58577
1570.89,19.2488,2.17889,-0.586481
1572.31,19.2476,2.18174,-0.587193
1573.73,19.2463,2.1846,-0.587904
1575.15,19.2451,2.18746,-0.588615
1576.57,19.2438,2.19033,-0.589327
1577.99,19.2426,2.19321,-0.59004
1579.41,19.2413,2.19609,-0.590752
1580.83,19.24,2.19898,-0.591464
1582.25,19.2388,2.20187,-0.592176
1583.66,19.2375,2.20477,-0.592888
1585.08,19.2362,2.20768,-0.593601
1586.5,19.235,2.21059,-0.594313
1587.92,19.2337,2.21351,-0.595025
1589.34,19.2324,2.21643,-0.595738
1590.76,19.2311,2.21937,-0.596451
1592.18,19.2299,2.2223,-0.597163
1593.6,19.2286,2.22525,-0.597876
1595.02,19.2273,2.2282,-0.598588
1596.44,19.226,2.23116,-0.5993
1597.86,19.2248,2.23412,-0.600012
1599.27,19.2235,2.23709,-0.600725
1600.69,19.2222,2.24007,-0.601437
1602.11,19.2209,2.24305,-0.602148
1603.53,19.2196,2.24604,-0.60286
1604.95,19.2183,2.24903,-0.603572
1606.37,19.217,2.25203,-0.604283
1607.79,19.2157,2.25504,-0.604994
1609.21,19.2144,2.25806,-0.605704
1610.63,19.2131,2.26108,-0.606415
1612.05,19.2118,2.2641,-0.607125
1613.46,19.2105,2.26713,-0.607834
1614.88,19.2092,2.27017,-0.608544
1616.3,19.2079,2.27322,-0.609253
1617.72,19.2066,2.27627,-0.609962
1619.14,19.2053,2.27933,-0.610671
1620.56,19.204,2.28239,-0.611379
1621.98,19.2027,2.28546,-0.612086
1623.4,19.2013,2.28853,-0.612794
1624.82,19.2,2.29162,-0.613501
1626.24,19.1987,2.2947,-0.614208
1627.66,19.1974,2.2978,-0.614914
1629.07,19.1961,2.3009,-0.61562
1630.49,19.1947,2.304,-0.616325
1631.91,19.1934,2.30712,-0.61703
1633.33,19.1921,2.31024,-0.617735
1634.75,19.1908,2.31336,-0.61844
1636.17,19.1894,2.31649,-0.619144
1637.59,19.1881,2.31963,-0.619849
1639.01,19.1867,2.32277,-0.620552
1640.43,19.1854,2.32592,-0.621256
1641.85,19.1841,2.32907,-0.621959
1643.26,19.1827,2.33223,-0.622662
1644.68,19.1814,2.3354,-0.623365
1646.1,19.18,2.33857,-0.624068
1647.52,19.1787,2.34175,-0.624771
1648.94,19.1773,2.34493,-0.625474
1650.36,19.176,2.34812,-0.626176
1651.78,19.1746,2.35132,-0.626879
1653.2,19.1733,2.35452,-0.627581
1654.62,19.1719,2.35772,-0.628282
1656.04,19.1706,2.36093,-0.628984
1657.46,19.1692,2.36415,-0.629685
1658.87,19.1678,2.36737,-0.630385
1660.29,19.1665,2.3706,-0.631086
1661.71,19.1651,2.37383,-0.631786
1663.13,19.1637,2.37707,-0.632486
1664.55,19.1624,2.38032,-0.633186
1665.97,19.161,2.38357,-0.633885
1667.39,19.1596,2.38682,-0.634583
1668.81,19.1582,2.39008,-0.635281
1670.23,19.1569,2.39335,-0.635979
1671.65,19.1555,2.39662,-0.636676
1673.06,19.1541,2.39989,-0.637373
1674.48,19.1527,2.40318,-0.63807
1675.9,19.1513,2.40646,-0.638765
1677.32,19.15,2.40976,-0.639461
1678.74,19.1486,2.41305,-0.640155
1680.16,19.1472,2.41635,-0.64085
1681.58,19.1458,2.41966,-0.641544
1683,19.1444,2.42298,-0.642237
1684.42,19.143,2.42629,-0.642929
1685.84,19.1416,2.42962,-0.643621
1687.26,19.1402,2.43295,-0.644312
1688.67,19.1388,2.43628,-0.645003
1690.09,19.1374,2.43962,-0.645693
1691.51,19.136,2.44297,-0.646382
1692.93,19.1346,2.44632,-0.64707
1694.35,19.1332,2.44967,-0.647758
1695.77,19.1318,2.45303,-0.648446
1697.19,19.1303,2.4564,-0.649133
1698.61,19.1289,2.45977,-0.649819
1700.03,19.1275,2.46314,-0.650504
1701.45,19.1261,2.46652,-0.651189
1702.86,19.1247,2.46991,-0.651873
1704.28,19.1233,2.47329,-0.652557
1705.7,19.1218,2.47669,-0.653241
1707.12,19.1204,2.48009,-0.653924
1708.54,19.119,2.48349,-0.654607
1709.96,19.1175,2.4869,-0.65529
1711.38,19.1161,2.49031,-0.655973
1712.8,19.1147,2.49373,-0.656655
1714.22,19.1132,2.49715,-0.657337
1715.64,19.1118,2.50057,-0.658019
1717.06,19.1104,2.504,-0.6587
1718.47,19.1089,2.50744,-0.659381
1719.89,19.1075,2.51088,-0.660061
1721.31,19.106,2.51432,-0.660741
1722.73,19.1046,2.51777,-0.66142
1724.15,19.1031,2.52122,-0.662099
1725.57,19.1017,2.52467,-0.662778
1726.99,19.1002,2.52813,-0.663456
1728.41,19.0988,2.5316,-0.664133
1729.83,19.0973,2.53507,-0.66481
1731.25,19.0958,2.53854,-0.665486
1732.66,19.0944,2.54202,-0.666162
1734.08,19.0929,2.5455,-0.666837
1735.5,19.0915,2.54898,-0.667513
1736.92,19.09,2.55247,-0.668187
1738.34,19.0885,2.55596,-0.668862
1739.76,19.087,2.55946,-0.669536
1741.18,19.0856,2.56296,-0.670209
1742.6,19.0841,2.56646,-0.670882
1744.02,19.0826,2.56997,-0.671554
1745.44,19.0811,2.57348,-0.672226
1746.86,19.0797,2.57699,-0.672897
1748.27,19.0782,2.58051,-0.673568
1749.69,19.0767,2.58403,-0.674237
1751.11,19.0752,2.58756,-0.674907
1752.53,19.0737,2.59108,-0.675575
1753.95,19.0722,2.59462,-0.676244
1755.37,19.0707,2.59815,-0.676911
1756.79,19.0692,2.60169,-0.677579
1758.21,19.0677,2.60523,-0.678246
1759.63,19.0662,2.60877,-0.678912
1761.05,19.0647,2.61232,-0.679578
1762.46,19.0632,2.61587,-0.680243
1763.88,19.0617,2.61943,-0.680908
1765.3,19.0602,2.62298,-0.681572
1766.72,19.0587,2.62654,-0.682235
1768.14,19.0572,2.63011,-0.682898
1769.56,19.0557,2.63367,-0.683559
1770.98,19.0542,2.63724,-0.684221
1772.4,19.0527,2.64082,-0.684882
1773.82,19.0512,2.64439,-0.685541
1775.24,19.0496,2.64797,-0.686201
1776.66,19.0481,2.65155,-0.686859
1778.07,19.0466,2.65514,-0.687516
1779.49,19.0451,2.65872,-0.688173
1780.91,19.0435,2.66231,-0.688828
1782.33,19.042,2.66591,-0.689483
1783.75,19.0405,2.6695,-0.690137
1785.17,19.0389,2.6731,-0.69079
1786.59,19.0374,2.6767,-0.691442
1788.01,19.0359,2.6803,-0.692094
1789.43,19.0343,2.68391,-0.692744
1790.85,19.0328,2.68751,-0.693394
1792.26,19.0313,2.69112,-0.694043
1793.68,19.0297,2.69474,-0.694691
1795.1,19.0282,2.69835,-0.695338
1796.52,19.0266,2.70197,-0.695984
1797.94,19.0251,2.70559,-0.69663
1799.36,19.0235,2.70921,-0.697275
1800.78,19.022,2.71283,-0.697919
1802.2,19.0204,2.71646,-0.698562
1803.62,19.0188,2.72008,-0.699205
1805.04,19.0173,2.72371,-0.699847
1806.45,19.0157,2.72734,-0.700489
1807.87,19.0142,2.73097,-0.70113
1809.29,19.0126,2.7346,-0.70177
1810.71,19.011,2.73824,-0.702409
1812.13,19.0095,2.74187,-0.703047
1813.55,19.0079,2.74551,-0.703684
1814.97,19.0063,2.74915,-0.70432
1816.39,19.0047,2.75279,-0.704955
1817.81,19.0032,2.75643,-0.705589
1819.23,19.0016,2.76007,-0.706223
1820.65,19,2.76371,-0.706855
1822.06,18.9984,2.76736,-0.707486
1823.48,18.9968,2.771,-0.708116
1824.9,18.9953,2.77464,-0.708745
1826.32,18.9937,2.77829,-0.709372
1827.74,18.9921,2.78194,-0.709999
1829.16,18.9905,2.78558,-0.710625
1830.58,18.9889,2.78923,-0.71125
1832,18.9873,2.79288,-0.711874
1833.42,18.9857,2.79653,-0.712498
1834.84,18.9841,2.80018,-0.71312
1836.25,18.9825,2.80383,-0.713742
1837.67,18.9809,2.80748,-0.714363
1839.09,18.9793,2.81113,-0.714984
1840.51,18.9777,2.81478,-0.715603
1841.93,18.9761,2.81843,-0.716222
1843.35,18.9744,2.82208,-0.716839
1844.77,18.9728,2.82573,-0.717456
1846.19,18.9712,2.82938,-0.718072
1847.61,18.9696,2.83303,-0.718687
1849.03,18.968,2.83668,-0.719302
1850.44,18.9664,2.84033,-0.719915
1851.86,18.9647,2.84398,-0.720528
1853.28,18.9631,2.84763,-0.721139
1854.7,18.9615,2.85127,-0.72175
1856.12,18.9599,2.85492,-0.722359
1857.54,18.9582,2.85857,-0.722966
1858.96,18.9566,2.86221,-0.723573
1860.38,18.955,2.86586,-0.724178
1861.8,18.9533,2.8695,-0.724783
1863.22,18.9517,2.87314,-0.725386
1864.64,18.9501,2.87679,-0.725988
1866.05,18.9484,2.88043,-0.726589
1867.47,18.9468,2.88407,-0.727189
1868.89,18.9451,2.88771,-0.727789
1870.31,18.9435,2.89134,-0.728387
1871.73,18.9418,2.89498,-0.728984
1873.15,18.9402,2.89861,-0.729579
1874.57,18.9385,2.90224,-0.730173
1875.99,18.9369,2.90587,-0.730766
1877.41,18.9352,2.9095,-0.731357
1878.83,18.9336,2.91313,-0.731947
1880.24,18.9319,2.91675,-0.732536
1881.66,18.9303,2.92038,-0.733124
1883.08,18.9286,2.924,-0.733711
1884.5,18.9269,2.92762,-0.734296
1885.92,18.9253,2.93123,-0.73488
1887.34,18.9236,2.93485,-0.735463
1888.76,18.9219,2.93846,-0.736045
1890.18,18.9203,2.94207,-0.736625
1891.6,18.9186,2.94568,-0.737204
1893.02,18.9169,2.94928,-0.737782
1894.44,18.9152,2.95288,-0.738359
1895.85,18.9136,2.95648,-0.738934
1897.27,18.9119,2.96008,-0.739509
1898.69,18.9102,2.96367,-0.740083
1900.11,18.9085,2.96726,-0.740655
1901.53,18.9068,2.97085,-0.741226
1902.95,18.9052,2.97443,-0.741796
1904.37,18.9035,2.97801,-0.742365
1905.79,18.9018,2.98159,-0.742933
1907.21,18.9001,2.98516,-0.743499
1908.63,18.8984,2.98873,-0.744064
1910.04,18.8967,2.99229,-0.744628
1911.46,18.895,2.99585,-0.74519
1912.88,18.8933,2.99941,-0.745751
1914.3,18.8916,3.00296,-0.746311
